offset,length,type,name,text,translation
0x0017FA37,62,P,,せっかくだし、ちょっとだけゆきなちゃんを誘ってみようかな……？,
0x0017FA9E,30,P,聖哉,「……ねえねえ、ゆきなちゃん」,
0x0017FAF8,12,P,ゆきな,「ん……？」,
0x0017FB1D,40,P,聖哉,「もしよかったら、天門沼を散歩しない？」,
0x0017FB83,14,P,ゆきな,「えっ……？」,
0x0017FBAA,22,P,聖哉,「だ、だめかな……？」,
0x0017FBFE,22,P,ゆきな,「ん……………………」,
0x0017FC24,111,P,,視線を逸らし何かを考える素振りを見せる、ゆきな~ちゃん。表情を伺うと、あまり嬉しそうじゃないように見えるけど……,
0x0017FCA3,60,P,,知り合って間もないのに、湖なんて……やっぱりまずかったかな？,
0x0017FD23,28,P,ゆきな,「………………………………」,
0x0017FD7D,18,P,ゆきな,「うん……いいよ」,
0x0017FDA8,14,P,聖哉,「えっ……？」,
0x0017FDC6,78,P,,ところが心配をよそに、ゆきなちゃんは天門沼へ行くことをあっさりＯＫしてくれた。,
0x0017FE2D,26,P,聖哉,「ほんとに、いいの……？」,
0x0017FE8B,12,P,ゆきな,「うん……」,
0x0017FEBF,64,P,,こうして僕はゆきなちゃんを連れて、天門沼へ散歩に行く事になった。,
0x0017FF2A,88,P,,天門沼は聖華寮のすぐ近く。建物の裏手に広がる丘を越えれば、そこにはもう湖が広がっている。,
0x0017FF92,107,P,,歩いて行くには、少し遠回りするけど……それでも~１５分も歩けば、天門沼の入り口であるロッジの前へと辿り着く。,
0x00180035,32,P,聖哉,「やっと着いたね、ゆきなちゃん」,
0x001800A9,16,P,ゆきな,「う、うん……」,
0x001800C9,70,P,,天門沼に来たのはいいけど、相変わらずあまり表情の優れないゆきなちゃん。,
0x0018011F,58,P,,さあて。どうすれば、ゆきなちゃんが喜んでくれるかなぁ……？,
0x00180177,12,SR,,ボートに誘う,
0x00180194,12,SR,,星の丘に誘う,
0x001801F0,12,SR,,星の丘に誘う,
0x00180236,62,P,,そうだ、せっかく湖に来たんだし、ボートに乗らない手はないよな。,
0x0018028D,50,P,聖哉,「ねえ、ゆきなちゃん。ちょっとボートに乗らない？」,
0x00180309,14,P,ゆきな,「えっ……？」,
0x00180327,96,P,,ところがゆきなちゃんをボートに誘った途端、ただでさえ緊張気味の表情がますます硬くなってしまった。,
0x001803CF,28,P,ゆきな,「ふるふる……ふるふる……」,
0x0018040C,28,P,ゆきな,「ふるふる……ふるふる……」,
0x00180438,98,P,,ふるふると首を横にふって、怯えるような仕草を見せるゆきなちゃん……とてもこれ以上、誘えそうにない。,
0x001804AA,28,P,,えっと、他に誘える場所は……,
0x001804F8,66,P,,そういえば星の丘から見る天門沼の景色って、すっごく綺麗だったよな。,
0x0018054A,44,P,,あそこならゆきなちゃん、喜んでくれるかも……,
0x0018058F,48,P,聖哉,「ねえゆきなちゃん、星の丘って行ったことある？」,
0x0018060B,12,P,ゆきな,「うん……」,
0x00180627,48,P,,そう尋ねると、コクッと首を縦に振るゆきなちゃん。,
0x00180670,32,P,聖哉,「あの展望台に行ってみようか？」,
0x001806DA,14,P,ゆきな,「いいよ……」,
0x00180710,86,P,,天門沼に着いてからのゆきなちゃんを見ていて、あまり楽しくないのかと心配していたけど……,
0x00180776,42,P,,あの様子なら、そういう訳でもないみたいだ。,
0x001807B0,26,P,,………………………………。,
0x001807DA,78,P,,ある程度予想していたけど、ゆきなちゃんの相手をするのは一筋縄ではいかないぞ……,
0x00180853,72,P,,僕はゆきなちゃんと一緒に、『星の丘』と呼ばれる湖の展望台へとやって来た。,
0x001808D3,82,P,,星の丘に登ると清々しい風が木立を抜け、初夏の太陽で少し火照った肌を冷やしてくれる。,
0x0018093E,22,P,聖哉,「んーーーーーっ！！」,
0x0018096D,36,P,聖哉,「風が気持ちいいね、ゆきなちゃん？」,
0x001809E1,12,P,ゆきな,「うん……」,
0x001809FD,82,P,,僕の方から色々と話しかけてみるが、やはりあまり多くは喋ってくれないゆきなちゃん……,
0x00180A5F,81,P,,でもその表情を見ていると、ロッジ前にいた時とは~違って嫌々という感じはしなかった。,
0x00180AC9,76,P,聖哉,「ここから見える天門沼って、ほんと綺麗だよね。ゆきなちゃんもそう思わない？」,
0x00180B57,28,P,ゆきな,「………………………………」,
0x00180B8C,32,P,聖哉,「ゆきなちゃんは、天門沼好き？」,
0x00180BEA,14,P,ゆきな,「えっ……？」,
0x00180C11,30,P,聖哉,「僕はね、ここが大好きなんだ」,
0x00180C48,72,P,聖哉,「こんな綺麗な湖が近くにあって、ほんと、聖峰学院に入って良かったと思う」,
0x00180CCE,28,P,ゆきな,「………………………………」,
0x00180D03,74,P,聖哉,「だから、ゆきなちゃんにも気に入ってもらえるかと思って誘ったんだけど……」,
0x00180D6E,28,P,ゆきな,「………………………………」,
0x00180DCC,18,P,ゆきな,「ゆきなはね……」,
0x00180E1C,26,P,ゆきな,「ゆきなは……わかんない」,
0x00180E46,32,P,,ぼそっと、そう呟くゆきなちゃん。,
0x00180E76,100,P,,分からないってのは、なんとも微妙な答えだけど……まぁ、答えは必ずしも白か黒のどちらかとは限らないし。,
0x00180EF3,60,P,聖哉,「ゆきなちゃんって、お姉ちゃんと一緒に天門沼来たりするの？」,
0x00180F71,14,P,ゆきな,「ううん……」,
0x00180FBD,30,P,ゆきな,「湖に来たの、ひさしぶり……」,
0x0018100E,108,P,,ゆきなちゃんが楽しんでいるかどうか、表情から伺おうとしたけど……その面持ちも、どちらとも言えない微妙な感じ。,
0x0018108A,68,P,,ただ……時折ちらっと湖を見ては、すぐさま視線を逸らす、ゆきなちゃん。,
0x001810DE,67,P,,やっぱりゆきなちゃん、こういう場所あんまり好き~じゃないのかな……？,
0x00181163,28,P,ゆきな,「………………………………」,
0x00181198,28,P,聖哉,「………………………………」,
0x001811C4,104,P,,天門沼の話で話題を広げようと思ったけど、それが出来ないとなると……なんだか、会話のネタに詰まってしまう。,
0x0018123C,53,P,,うーん、他にゆきなちゃんが好きそうな話題と言え~ば……,
0x00181281,26,P,,………………………………。,
0x001812AB,22,P,,…………………………。,
0x001812D1,18,P,,……………………。,
0x00181303,34,P,,あっ……そうだ、あれを渡さなきゃ。,
0x0018133E,22,P,聖哉,「ねえ、ゆきなちゃん」,
0x00181390,14,P,ゆきな,「なに……？」,
0x001813C6,83,P,,あまりにヘンテコリンなデザインだったから、受け~取って貰えるかどうか心配したけど……,
0x00181429,40,P,,……ゆきなちゃん、喜んでくれたみたいだ。,
0x0018148D,48,P,ゆきな,「わーい、わーい、カッパさんだ、カッパさんだ！」,
0x0018156A,104,P,,カッパのバッジをプレゼントするという目的も達成し、それから暫くゆきなちゃんと展望台のベンチで休んだ後……,
0x001815E2,59,P,,辺りが茜色に染まった頃、僕たちはロッジの前へと~戻ってきた。,
0x00181636,50,P,聖哉,「もう遅いし……そろそろ帰ろうか、ゆきなちゃん？」,
0x00181681,22,P,聖哉,「寮まで送っていくよ」,
0x001816E7,14,P,ゆきな,「うんっ……」,
0x00181738,76,P,,天門沼のロッジを後にすると、その足でゆきなちゃんを聖華寮の前まで送っていく。,
0x00181794,89,P,,湖でバッジをプレゼントしてから、ずっとそれを~ギュッと握りしめてくれているゆきなちゃん……,
0x00181827,48,P,,ゆきなちゃんを送って、聖華寮の前へとやってきた。,
0x00181867,70,P,,ゆきなちゃんの手元を見ると、まだバッジを大事そうに握ってくれている……,
0x001818C6,26,P,聖哉,「じゃあね、ゆきなちゃん」,
0x00181930,12,P,ゆきな,「うん……」,
0x0018195E,74,P,,聖華寮の前でゆきなちゃんに別れを告げ、僕は帰りの道を戻ろうとしたその時……,
0x001819F6,18,P,ゆきな,「お兄ちゃん……」,
0x00181A18,64,P,,後ろからゆきなちゃんに呼ばれ、もう一度女子寮の方を振り向くと……,
0x00181A9A,30,P,ゆきな,「ありがとう、お兄ちゃん……」,
0x00181AF4,44,P,ゆきな,「ゆきな……今日はとっても楽しかったよ……」,
0x00181B30,100,P,,恥ずかしそうに頬を真っ赤に染めて、精一杯に声を出して。カッパバッジの礼を言ってくれる、ゆきなちゃん。,
0x00181BA4,66,P,,あんなバッジでここまで喜ばれると、こっちが照れくさくなってくる……,
0x00181BF6,26,P,,………………………………。,
0x00181C29,60,P,聖哉,「うん。僕の方こそ、ゆきなちゃんと天門沼に行けて楽しかった」,
0x00181C7E,44,P,聖哉,「また今度一緒に遊びに行こう、ゆきなちゃん」,
0x00181CEA,18,P,ゆきな,「……うんっ！！」,
0x00181D6F,72,P,,別れ際……最後の最後にゆきなちゃんの、とびきりの笑顔を見ることができた。,
0x00181DC7,78,P,,たったそれだけの事なのに、帰り道はとてもハッピーな気分で……妙に足取りも軽い。,
0x00181E95,50,P,,今日はゆきなちゃんに逢いに行って、本当によかった。,
0x00181EE1,62,P,,このカッパバッジをプレゼントすれば……少しは仲良くなれるかな？,
0x00181F58,50,P,聖哉,「ゆきなちゃん、カッパのバッジとか……興味ある？」,
0x00181FC6,28,P,ゆきな,「カッパさんのバッジ……？」,
0x0018201E,44,P,ゆきな,「うん、カッパさんだったらなんでも好きだよ」,
0x0018205A,64,P,,良かった……ゆきなちゃん、カッパ関連ならなんでも大丈夫みたいだ。,
0x001820AA,84,P,,でもこのデザインだし……ゆきなちゃんが気に入ってくれるかどうか、ちょっと不安だけど。,
0x00182117,60,P,聖哉,「もしよかったらこのバッジ、ゆきなちゃんにプレゼントするよ」,
0x0018218F,14,P,ゆきな,「えっ……？」,
0x00182268,66,P,,ポケットからカッパのバッジを取り出し、ゆきなちゃんに差し出すと……,
0x00182387,40,P,ゆきな,「あっ、カッパさんの絵がかいてある……」,
0x001823F2,55,P,聖哉,「うん。僕が子供の頃、学校で貰ったものなんだけ~ど……」,
0x0018247F,28,P,ゆきな,「………………………………」,
0x001824AB,53,P,,無言でじっと、カッパバッジを見つめるゆきなちゃ~ん……,
0x001824F0,101,P,,ううっ、なんかゆきなちゃんの表情が硬い。やっぱりこんなイラストじゃ、気に入ってくれなかったか~な……？,
0x0018258F,36,P,ゆきな,「お兄ちゃんが……これをゆきなに？」,
0x001825CC,70,P,聖哉,「あ、あんまり可愛くない……かもしれないけど……一応カッパだから……」,
0x00182633,28,P,ゆきな,「………………………………」,
0x00182691,32,P,ゆきな,「うん、ゆきな、これほしい……」,
0x001826CA,14,P,聖哉,「えっ……？」,
0x00182714,30,P,ゆきな,「ありがとう、お兄ちゃん……」,
0x00182772,53,P,ゆきな,「ゆきな……お兄ちゃんのカッパさん、大切にする~ね！」,
0x001827B7,106,P,,頬を赤く染めて、ニコッと笑うゆきなちゃん。そのまま両手でカッパバッジを受け取って……ぎゅっと、握りしめた。,
0x0018284E,56,P,,よかった……ゆきなちゃん、とっても喜んでくれたみたいだ。,
0x001828AF,42,P,聖哉,「ゆきなちゃんが喜んでくれて、よかったよ」,
0x001828F2,24,P,聖哉,「それじゃ、僕はこれで」,
0x00182946,26,P,ゆきな,「もう……帰っちゃうの？」,
0x00182979,58,P,聖哉,「うん、あんまり長く女子寮の前にいるのも気が引けるし……」,
0x001829CC,30,P,聖哉,「それじゃあね、ゆきなちゃん」,
0x00182A34,20,P,ゆきな,「うん……ばいばい」,
0x00182ADE,68,P,,僕はゆきなちゃんと別れると、女子寮に背を向け中央公園まで戻ってきた。,
0x00182B32,54,P,,……でもよかった、ゆきなちゃんがバッジを喜んでくれて。,
0x00182BF8,66,P,,休日を潰してまで、ゆきなちゃんに逢いに来た甲斐があったってもんだ。,
0x00182C9D,14,P,聖哉,「あれ……？」,
0x00182D01,70,P,,廊下の向こうでうろうろしているあの女の子は、紛れもなくゆきなちゃん……,
